C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_13_626.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_13_626.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_13_626.jpg,0,0,0,1.427829E-05
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_13_703.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_13_703.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_13_703.jpg,0,0,0,3.066478E-05
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_13_781.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_13_781.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_13_781.jpg,0,0,0,3.196483E-06
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_13_857.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_13_857.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_13_857.jpg,0,0,0,2.794624E-05
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_13_936.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_13_936.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_13_936.jpg,0,0,0,1.054373E-05
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_011.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_011.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_011.jpg,0,0,0,1.475259E-06
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_089.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_089.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_089.jpg,0,0,0,7.015997E-07
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_179.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_179.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_179.jpg,0,0,0,1.822615E-05
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_256.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_256.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_256.jpg,0,0,0,8.619745E-06
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_335.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_335.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_335.jpg,0,0,0,2.379146E-06
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_412.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_412.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_412.jpg,0,0,0,1.649808E-05
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_487.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_487.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_487.jpg,0,0,0,1.945929E-05
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_564.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_564.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_564.jpg,0,0,0,1.04536E-05
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_642.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_642.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_642.jpg,0,0.2335179,0,0.1230838
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_728.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_728.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_728.jpg,0,0.4879578,0,0.5585537
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_797.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_797.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_797.jpg,0,0.6964362,0,0.9871972
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_871.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_871.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_871.jpg,0,0.9184585,0,1.813625
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_14_947.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_14_947.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_14_947.jpg,0,1,0,2.75281
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_15_023.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_15_023.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_15_023.jpg,0,1,0,3.453953
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_15_101.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_15_101.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_15_101.jpg,0,1,0,4.393346
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_15_177.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_15_177.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_15_177.jpg,-0.2,0.7706518,0,5.198114
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_15_254.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_15_254.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_15_254.jpg,-0.4,0.5404666,0,5.744738
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_15_334.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_15_334.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_15_334.jpg,-0.6000001,0.3046816,0,6.026525
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_15_410.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_15_410.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_15_410.jpg,-0.8000001,0.07339271,0,6.064244
C:\2023_Projects\self_driving_lanes\drive\data\IMG\center_2022_12_13_23_23_15_491.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\left_2022_12_13_23_23_15_491.jpg,C:\2023_Projects\self_driving_lanes\drive\data\IMG\right_2022_12_13_23_23_15_491.jpg,-1,0,0,5.948708
